QID|QLink|QHeader
53878037|/questions/53878037/how-to-fix-bin-bash-th-command-not-found-error-in-torch-on-google-colaborat|How to fix '/bin/bash: th: command not found' error in torch on Google Colaboratory
53844826|/questions/53844826/how-to-load-and-use-a-pretained-pytorch-inceptionv3-model-to-classify-an-image|How to load and use a pretained PyTorch InceptionV3 model to classify an image
53819318|/questions/53819318/torch-cmake-error-at-cmakelists-txt10-find-package-in-c|Torch CMake Error at CMakeLists.txt:10 (find_package) in C++
53732209|/questions/53732209/torch-in-place-operations-to-save-memory-softmax|torch in-place operations to save memory (softmax)
53724609|/questions/53724609/python-numpy-load-torch-model-t7-file|python numpy load torch model .t7 file
53586245|/questions/53586245/how-to-connect-the-input-to-the-output-directly-using-single-fully-connected-lay|How to connect the input to the output directly using single fully connected layer in PyTorch?
53474967|/questions/53474967/fblualib-installation-in-ubunt16-04|fblualib installation in Ubunt16.04
53421999|/questions/53421999/how-to-save-torchtext-dataset|how to save torchtext Dataset?
53398721|/questions/53398721/tensorflow-can-reshape-create-a-copy|tensorflow: can reshape() create a copy?
53389417|/questions/53389417/is-it-possible-to-split-the-training-dataloader-and-dataset-into-training-and|Is it possible to split the training DataLoader (and dataset) into training and validation datasets?
53383154|/questions/53383154/how-many-rows-are-equals-between-two-matrices-in-numpy|How many rows are equals between two matrices in numpy [duplicate]
53278845|/questions/53278845/initialize-weights-and-bias-in-torch|Initialize weights and bias in torch
53206554|/questions/53206554/saving-data-in-t7-format-with-python|"Saving data in "".t7"" format with python"
53203986|/questions/53203986/creating-t7-torch-file-in-python|"Creating "".t7"" torch file in python"
53086166|/questions/53086166/whats-the-reason-for-the-weights-of-my-nn-model-dont-change-a-lot|What's the reason for the weights of my NN model don't change a lot?
53032586|/questions/53032586/attributeerror-tuple-object-has-no-attribute-dim-when-feeding-input-to-pyt|AttributeError: 'tuple' object has no attribute 'dim', when feeding input to Pytorch LSTM network
52939732|/questions/52939732/installing-torch-on-amazon-linux|Installing Torch on Amazon Linux
52850268|/questions/52850268/why-there-is-diiference-between-the-matrix-after-loading-mat-file-from-lua-torc|Why there is diiference between the matrix after loading .mat file from Lua torch and pytorch using scipy?
52827727|/questions/52827727/typeerror-join-argument-must-be-str-or-bytes-not-bufferedreader|TypeError: join() argument must be str or bytes, not 'BufferedReader'
52800113|/questions/52800113/how-to-turn-on-flashlight-when-device-screen-is-off|How to turn ON flashlight when device screen is off?
52790775|/questions/52790775/setting-custom-kernel-for-cnn-in-pytorch|Setting custom kernel for CNN in pytorch
52780559|/questions/52780559/outer-sum-etc-in-pytorch|Outer sum, etc. in pytorch
52767342|/questions/52767342/error-in-function-fwd-prop-enc-attempt-to-call-global-forward-a-nil-value|Error in function 'fwd_prop_enc' :attempt to call global 'forward' (a nil value)
52697871|/questions/52697871/what-does-thcudatensor-data-and-thc-in-general-do|what does THCudaTensor_data ( and THC in general ) do?
52501760|/questions/52501760/cmake-error-while-installing-torch-in-ubuntu|CMake error while installing Torch in Ubuntu
52391648|/questions/52391648/how-can-i-calculate-the-grad-of-this-higher-dimensional-matrix-in-pytorch|How can I calculate the grad of this higher dimensional matrix in pytorch?
52378633|/questions/52378633/understanding-torch-and-implement-on-tensorflow|Understanding torch and implement on tensorflow
52374062|/questions/52374062/changing-the-np-array-does-not-change-the-torch-tensor-automatically|Changing the np array does not change the Torch Tensor automatically?
52349926|/questions/52349926/what-is-the-th-python-python3-java-etc-used-in-front-a-command-to|"What is the ""th"", ""python"", ""python3"", ""java"", etc... used in front a command to run a script, called?"
52340524|/questions/52340524/what-does-n-do-in-lua|What does [{n,{}}] do in lua?
52273113|/questions/52273113/assign-torch-and-tensorflow-models-two-separate-gpus|Assign Torch and Tensorflow models two separate GPUs
52187499|/questions/52187499/error-in-function-rembufffloor-in-lua-code-file-attempt-to-call-method-floo|Error in function rembuff:floor() in lua code file: attempt to call method 'floor' (a nil value)
52035728|/questions/52035728/convert-torch-t7-model-to-pytorch|Convert torch t7 model to pytorch
51869426|/questions/51869426/pytorch-expand-not-trainable|Pytorch expand not trainable?
51857274|/questions/51857274/how-can-i-load-and-use-a-pytorch-pth-tar-model|How can I load and use a PyTorch (.pth.tar) model
51851966|/questions/51851966/pytorch-stack-final-shape-after-squeeze|pytorch .stack final shape after .squeeze
51828671|/questions/51828671/python-inspect-getmembers-does-not-return-all-members|Python inspect.getmembers does not return all members?
51701908|/questions/51701908/issue-with-running-a-single-prediction-with-pytorch|Issue with running a single prediction with PyTorch
51530778|/questions/51530778/why-is-pytorch-called-pytorch|Why is PyTorch called PyTorch? [closed]
51517568|/questions/51517568/how-to-modify-a-built-in-functions-like-nn-msecriterion-lua-in-torch|How to modify a built-in functions like nn.MSECriterion.lua in torch
51490965|/questions/51490965/pytorch-torch-save-filenotfounderror|Pytorch Torch.save FileNotFoundError
51479265|/questions/51479265/attempt-to-index-field-icgnn-a-nil-value|attempt to index field 'icgnn' (a nil value)
51392046|/questions/51392046/understanding-pytorch-bernoulli-distribution-from-the-documention|Understanding PyTorch Bernoulli distribution from the documention
51334858|/questions/51334858/pytorch-dataloader-choose-class-stl10-dataset|Pytorch DataLoader - Choose Class STL10 Dataset
51252367|/questions/51252367/what-is-the-range-of-avcapturedevice-torchlevel-in-ios|What is the range of AVCaptureDevice torchLevel in iOS?
51243969|/questions/51243969/encounter-error-after-installing-pytorch-using-pip-in-python3-5|Encounter Error after installing Pytorch using pip in python3.5
51230769|/questions/51230769/lua-entry-thread-aborted-runtime-error-bad-argument-2-to-tonumber-number-ex|Lua entry thread aborted: runtime error bad argument #2 to 'tonumber' (number expected, got string)
51150967|/questions/51150967/installing-luarocks-cutorch-and-cunn|Installing Luarocks `cutorch` and `cunn`
51137221|/questions/51137221/luabad-argument-2-to-start-index-out-of-bound|lua:bad argument #2 to '?'(start index out of bound)
51129043|/questions/51129043/whats-the-difference-between-torch-tensor-vs-torch-empty-in-pytorch|what's the difference between torch.Tensor() vs torch.empty() in pytorch?
51081004|/questions/51081004/runtimeerror-expected-object-of-type-torch-floattensor-but-found-type-torch-cud|RuntimeError: Expected object of type torch.FloatTensor but found type torch.cuda.DoubleTensor for argument #2 'weight'
51078039|/questions/51078039/different-behavior-with-torch-meandata-0-and-torch-meandata-for-vector|Different behavior with torch.mean(data, 0) and torch.mean(data) for vector
51030306|/questions/51030306/how-could-i-install-torch-on-google-colab-if-it-does-not-exist-the-file-bashr|How could I install Torch on Google Colab if it does not exist the file ~/.bashrc?
50917503|/questions/50917503/torch-nn-dataparallel-not-working-in-pytorch|torch.nn.DataParallel not working in pytorch
50794643|/questions/50794643/lua-error-loading-local-torch-file|lua error loading local torch file
50757981|/questions/50757981/pytorch-using-multi-gpu-accuracy-is-too-low10|Pytorch using Multi GPU / accuracy is too low(10%)
50740924|/questions/50740924/how-do-i-randomize-sampling-output-of-char-rnn|How do I randomize sampling output of char-rnn?
50701676|/questions/50701676/jvm-how-to-manage-off-heap-memory-created-by-jni|JVM: How to manage off-heap memory created by JNI
50658111|/questions/50658111/finding-euclidean-distance-given-an-index-array-and-a-pytorch-tensor|Finding euclidean distance given an index array and a pytorch tensor
50612899|/questions/50612899/from-torch-c-import-importerror-dll-load-failed-the-specified-module-could|from torch._C import * ImportError: DLL load failed: The specified module could not be found
50566941|/questions/50566941/cant-find-where-addmm-function-is-defined-in-torch-lua-code|Can't find where addmm function is defined in Torch Lua code
50488869|/questions/50488869/cant-install-torch-on-linux-box-using-pip|Can't install torch on linux box using pip
50471886|/questions/50471886/pytorch-custom-loss-only-works-for-batch-size-1|Pytorch: Custom Loss only works for batch_size == 1
50460926|/questions/50460926/error-no-luarocks-module-found-for-fb-python|"Error - ""No LuaRocks module found for fb.python"""
50425739|/questions/50425739/cant-import-torch-mac|can't import torch mac
50360646|/questions/50360646/how-to-add-a-slice-to-a-torch7-tensor|How to add a slice to a Torch7 Tensor?
50250750|/questions/50250750/variable-annotation-in-flattening-a-torch-tensor|Variable annotation in flattening a Torch tensor
50218869|/questions/50218869/whats-the-difference-between-using-th-and-lua-commands-to-run-a-lua-script|What's the difference between using th and lua commands to run a lua script?
50073402|/questions/50073402/is-it-possible-to-view-the-code-of-a-torch-pretrained-network|Is it possible to view the code of a torch pretrained network
49951846|/questions/49951846/installing-pytorch-via-conda|Installing PyTorch via Conda
49934624|/questions/49934624/how-to-calculate-the-distance-between-a-mini-batch-and-a-set-of-filters-in-pytor|How to calculate the distance between a mini batch and a set of filters in PyTorch
49895885|/questions/49895885/how-to-do-a-single-image-inference-using-a-trained-cnn-model-torch7-format|How to do a single image inference using a trained CNN model (torch7 format)?
49789039|/questions/49789039/fail-to-train-large-data-in-pytorch|Fail to train large data in pytorch
49613268|/questions/49613268/torch-code-not-running-on-gpu|Torch code not running on GPU
49583041|/questions/49583041/pytorch-variable-data-has-to-be-a-tensor-data-is-already-as-tenors|PyTorch: Variable data has to be a tensor -- data is already as tenors
49562080|/questions/49562080/what-cuda-version-does-torch-lua-require|What CUDA version does torch/lua require?
49560978|/questions/49560978/what-is-the-convention-for-image-rgb-dimensions-in-torch|What is the convention for image (RGB) dimensions in Torch
49531880|/questions/49531880/why-to-implement-x-deepcopyx-in-the-torch7|why to implement x=deepcopy(x) in the Torch7? [duplicate]
49529464|/questions/49529464/lua-ffi-string-encoding-error|Lua ffi string encoding error
49529436|/questions/49529436/what-is-mean-by-implement-color-content-masks-deepcopycolor-content-masks-in|what is mean by implement color_content_masks = deepcopy(color_content_masks) in the Torch7 code below?
49528348|/questions/49528348/pytorch-modifications-of-autograd-variables|PyTorch - modifications of autograd variables
49518666|/questions/49518666/exploding-loss-in-pytorch|Exploding loss in pyTorch
49512313|/questions/49512313/masking-diagonal-to-a-specific-value-with-pytorch-tensors|Masking diagonal to a specific value with PyTorch tensors
49484119|/questions/49484119/torch-unable-to-free-gpu-memory-after-moving-tensors-to-cpu|Torch: Unable to free gpu memory after moving tensors to cpu
49457544|/questions/49457544/issues-with-torch|Issues with Torch
49445701|/questions/49445701/understanding-the-code-in-pytorch|Understanding the code in pyTorch
49424187|/questions/49424187/understanding-the-implementation-of-densenet|Understanding the implementation of DenseNet
49395819|/questions/49395819/import-torch-giving-error-from-torch-c-import-dll-load-failed-the-specif|"""import torch"" giving error ""from torch._C import *, DLL load failed: The specified module could not be found"""
49304817|/questions/49304817/pytorch-comparing-predicted-label-and-target-label-to-compute-accuracy|PyTorch: Comparing predicted label and target label to compute accuracy
49235084|/questions/49235084/error-with-image-float-colorize|Error with image.float.colorize
